
ЧАСТОТА БУКВ У ТЕКСТІ З ПРОБІЛОМ:
('ть', 0.005392240240588007)
('те', 0.0053126232705927486)
('ы ', 0.005298147457866337)
('ла', 0.005283671645139927)
('ил', 0.0052619579260503105)
(' у', 0.005142532471057422)
(' г', 0.005124437705149408)
('де', 0.005052058641517355)
('ом', 0.00500501225015652)
('ве', 0.004990536437430109)
('ва', 0.004900062607890041)
(' з', 0.004885586795163631)
('в ', 0.00481682668471318)
(' ч', 0.004711877042446702)
('од', 0.004668449604267469)
('н ', 0.0046394979788146485)
(' р', 0.004563499962000991)
('да', 0.004469407179279321)
('ат', 0.004299316379743995)
('ор', 0.004212461503385531)
('еб', 0.0040785602356662315)
('ся', 0.004067703376121423)
('же', 0.003998943265670972)
('ле', 0.003959134780673342)
('ри', 0.003944658967946932)
('ас', 0.003893993623404494)
('ем', 0.0038686609511332753)
('ск', 0.003836090372498851)
('ес', 0.0038216145597724403)
('аз', 0.0038179956065908377)
(' е', 0.0038143766534092347)
('ог', 0.003789043981138016)
('к ', 0.0037854250279564135)
('мо', 0.003694951198416346)
('ак', 0.003694951198416346)
('ль', 0.003687713292053141)
('че', 0.0036551427134187166)
('до', 0.0036189531816026898)
('бы', 0.0035827636497866625)
('ан', 0.003463338194793774)
(' э', 0.0034235297097961444)
('ит', 0.0034018159907065284)
('сь', 0.0034018159907065284)
('гр', 0.003369245412072104)
('ой', 0.0033402937866192826)
('ме', 0.003333055880256077)
('р ', 0.003275152629350434)
('се', 0.003267914722987229)
('ин', 0.003220868331626394)
('ег', 0.003184678799810367)
('ну', 0.0031303945020863264)
('ны', 0.0030037311407302325)
('об', 0.0029675416089142053)
('ти', 0.002938589983461384)
('ру', 0.0029241141707349733)
('х ', 0.0028879246389189464)
('ви', 0.0028843056857373434)
('ма', 0.0028625919666477274)
('ки', 0.0027323096521100305)
('чт', 0.0027178338393836197)
('с ', 0.002706976979838812)
('ам', 0.002692501167112401)
('сл', 0.0026852632607491955)
('эт', 0.002638216869388361)
('ед', 0.002612884197117142)
('тр', 0.0025803136184827176)
('вс', 0.0025585998993931016)
('вы', 0.0025260293207586774)
('ыл', 0.0025043156016690614)
(' л', 0.0024898397889426506)
('ди', 0.0024572692103082263)
('ар', 0.002424698631673802)
('ав', 0.0023595574744049537)
('из', 0.0023052731766809134)
(' ж', 0.0023016542234993104)
('ей', 0.002272702598046489)
('ми', 0.002269083644864886)
(' а', 0.0022582267853200784)
('ис', 0.0022509888789568728)
('ож', 0.0022292751598672568)
('нн', 0.002225656206685654)
('ул', 0.002156896096235203)
('ше', 0.0021424202835087923)
('со', 0.0021279444707823815)
('ты', 0.00209899284532956)
('ок', 0.0020917549389663547)
('им', 0.0020483275007871222)
('уд', 0.0020374706412423144)
('бо', 0.0020266137816975062)
('пе', 0.0020193758753343006)
('ю ', 0.001946996811702247)
('ик', 0.0019144262330678227)
('лс', 0.0019035693735230147)
('сп', 0.0018709987948885905)
(' я', 0.001863760888525385)
('хо', 0.0018311903098909609)
('оч', 0.0018311903098909609)
('ку', 0.0017913818248933313)
('ад', 0.0017732870589853178)
('ое', 0.0017732870589853178)
('му', 0.0017732870589853178)
('кр', 0.0017588112462589072)
('ут', 0.0017551922930773044)
('ще', 0.0017298596208060856)
('ча', 0.0017190027612612776)
('тв', 0.0017190027612612776)
('дн', 0.0016828132294452506)
('ту', 0.0016828132294452506)
('ив', 0.0016755753230820454)
('па', 0.001632147884902813)
('их', 0.0016285289317212103)
('ус', 0.0015959583530867861)
('ду', 0.0015923393999051835)
('ие', 0.0015923393999051835)
('ид', 0.0015199603362731297)
('ая', 0.0015127224299099243)
('си', 0.0015018655703651163)
('бу', 0.0014946276640019109)
('уж', 0.0014620570853674866)
('лу', 0.0014475812726410758)
('ый', 0.0014403433662778704)
('з ', 0.0014403433662778704)
('ши', 0.0014367244130962678)
('уг', 0.0014258675535514598)
('жи', 0.001422248600369857)
('ез', 0.0014150106940066516)
('мн', 0.0014005348812802408)
('ня', 0.0013824401153722274)
('ят', 0.0013607263962826114)
('зн', 0.0013607263962826114)
('ля', 0.001353488489919406)
('бр', 0.0013462505835562005)
(' х', 0.0013426316303745977)
('св', 0.0013317747708297897)
('оп', 0.0013317747708297897)
('са', 0.0013245368644665843)
('жа', 0.0012883473326505575)
('др', 0.0012883473326505575)
('гд', 0.0012593957071977359)
('аб', 0.0012521578008345307)
('ял', 0.0012413009412897225)
('ее', 0.0012413009412897225)
('ае', 0.0012413009412897225)
('чи', 0.0012268251285633119)
('оз', 0.001223206175381709)
('ев', 0.0012195872222001065)
('рн', 0.0012159682690185037)
('мы', 0.0012087303626552982)
('тс', 0.001201492456292093)
('ры', 0.0011942545499288876)
('ьк', 0.0011870166435656822)
('гл', 0.0011689218776576688)
('вн', 0.0011472081585680526)
('г ', 0.00114358920538645)
('ые', 0.0011254944394784364)
('д ', 0.0011218754862968338)
('ум', 0.0010784480481176016)
('пл', 0.0010675911885727933)
('см', 0.0010639722353911907)
('сн', 0.0010567343290279853)
(' ш', 0.0010567343290279853)
('аж', 0.00104949642266478)
('еш', 0.0010458774694831773)
('еч', 0.001038639563119972)
('зд', 0.001038639563119972)
('ош', 0.001038639563119972)
('ещ', 0.0009988310781223423)
('щи', 0.000991593171759137)
('еп', 0.0009879742185775343)
('уч', 0.0009771173590327263)
('ах', 0.0009662604994879181)
('пи', 0.0009662604994879181)
('дв', 0.0009662604994879181)
('тн', 0.0009373088740350966)
(' ф', 0.0009373088740350966)
('га', 0.000933689920853494)
('це', 0.0009264520144902886)
('ич', 0.0009264520144902886)
('зв', 0.0009228330613086858)
('чн', 0.0009083572485822751)
('нь', 0.0009011193422190697)
('ач', 0.0009011193422190697)
('еж', 0.0008938814358558643)
('жн', 0.0008866435294926589)
('ыт', 0.0008830245763110562)
('ьн', 0.0008830245763110562)
('пу', 0.0008794056231294536)
('ек', 0.0008685487635846455)
('ьс', 0.0008649298104030428)
('ым', 0.0008649298104030428)
('ря', 0.0008649298104030428)
('ий', 0.0008432160913134267)
('иц', 0.000839597138131824)
('ап', 0.0008359781849502213)
('шь', 0.0008359781849502213)
('дь', 0.0008287402785870159)
('лы', 0.0008215023722238106)
('жд', 0.0008178834190422079)
('ке', 0.0008106455126790025)
('рт', 0.0008070265594973998)
('йн', 0.0008070265594973998)
('ги', 0.0008034076063157971)
('зе', 0.0007997886531341944)
('ша', 0.0007889317935893864)
('ир', 0.0007780749340445782)
('ых', 0.0007780749340445782)
('бл', 0.0007635991213181675)
('иг', 0.0007563612149549621)
('сс', 0.0007527422617733594)
('би', 0.0007491233085917567)
('оя', 0.0007418854022285513)
('ыв', 0.0007382664490469487)
('тк', 0.0007274095895021406)
('нт', 0.0007129337767757299)
('аш', 0.0007129337767757299)
('ув', 0.0007093148235941272)
('ую', 0.0006912200576861137)
('ьш', 0.000687601104504511)
('аг', 0.0006839821513229084)
('рь', 0.0006803631981413057)
('аю', 0.0006731252917781003)
('лю', 0.0006695063385964976)
('ук', 0.0006658873854148949)
('кн', 0.0006658873854148949)
('ои', 0.0006622684322332922)
('ия', 0.0006441736663252788)
('эл', 0.0006441736663252788)
('ян', 0.000640554713143676)
('вз', 0.000640554713143676)
('ву', 0.0006369357599620733)
('нс', 0.0006260789004172653)
('нд', 0.0006260789004172653)
('рм', 0.0006224599472356626)
('иш', 0.0006224599472356626)
('уш', 0.0006152220408724572)
('ай', 0.0006152220408724572)
('вш', 0.0006043651813276491)
('ба', 0.0006043651813276491)
('уб', 0.0005935083217828411)
('кт', 0.0005898893686012384)
('бя', 0.0005790325090564303)
('уп', 0.000571794602693225)
('су', 0.000571794602693225)
('фр', 0.0005681756495116223)
('ца', 0.0005681756495116223)
('чу', 0.0005645566963300196)
('ыш', 0.0005609377431484169)
('вр', 0.0005536998367852115)
('шл', 0.0005356050708771981)
('ох', 0.0005319861176955954)
('дл', 0.00052474821133239)
('иб', 0.00052474821133239)
('ды', 0.0005211292581507873)
('лк', 0.0005175103049691846)
('йт', 0.0005066534454243766)
('гу', 0.0004957965858795684)
('шк', 0.0004957965858795684)
('ур', 0.0004921776326979657)
('яд', 0.0004849397263347604)
('зо', 0.00047770181997155504)
('тя', 0.00047770181997155504)
('ьм', 0.00047770181997155504)
('ют', 0.0004632260072451443)
('рк', 0.00045598810088193887)
('вд', 0.0004523691477003362)
('юд', 0.0004523691477003362)
('кл', 0.0004451312413371308)
('ха', 0.00043789333497392546)
('ец', 0.00042703647542911735)
('рв', 0.00042703647542911735)
('ге', 0.0004234175222475147)
('ун', 0.000419798569065912)
('ии', 0.0004125606627027066)
('ща', 0.0004125606627027066)
('ыс', 0.00040894170952110394)
('мя', 0.0003980848499762959)
('вл', 0.0003944658967946932)
('ц ', 0.0003944658967946932)
(' ц', 0.0003836090372498851)
('тп', 0.0003799900840682824)
('ех', 0.0003763711308866797)
('яв', 0.000372752177705077)
('шт', 0.000372752177705077)
('сч', 0.00036913322452347436)
('ащ', 0.00036913322452347436)
('чь', 0.00035827636497866625)
('зи', 0.0003546574117970636)
('зр', 0.0003546574117970636)
('нк', 0.0003546574117970636)
('пя', 0.0003510384586154609)
('зг', 0.0003510384586154609)
('зу', 0.0003510384586154609)
('ух', 0.0003474195054338582)
('сы', 0.0003474195054338582)
('ям', 0.0003438005522522555)
('вт', 0.0003438005522522555)
('яс', 0.00034018159907065284)
('лн', 0.00034018159907065284)
('ци', 0.00034018159907065284)
('йд', 0.00034018159907065284)
('нц', 0.00033294369270744743)
('ау', 0.0003257057863442421)
('ье', 0.0003257057863442421)
('пы', 0.0003220868331626394)
('ью', 0.0003184678799810367)
('ья', 0.00031484892679943397)
('ищ', 0.0003076110204362286)
('зя', 0.0003076110204362286)
('гн', 0.0003039920672546259)
('фо', 0.0003039920672546259)
('чк', 0.00029675416089142056)
('хв', 0.00029675416089142056)
('уз', 0.00029675416089142056)
('лж', 0.00029313520770981786)
('йс', 0.00029313520770981786)
('дк', 0.00028951625452821515)
('зл', 0.0002858973013466125)
('шн', 0.0002858973013466125)
('ощ', 0.0002858973013466125)
('нщ', 0.0002858973013466125)
('эр', 0.0002822783481650098)
('хн', 0.0002750404418018044)
('бн', 0.00026780253543859904)
('дт', 0.00026780253543859904)
('нг', 0.00026056462907539363)
('ж ', 0.0002533267227121883)
('лд', 0.0002533267227121883)
('рж', 0.0002533267227121883)
('рш', 0.0002497077695305856)
('ыр', 0.0002424698631673802)
('ып', 0.0002424698631673802)
('мб', 0.0002424698631673802)
('вь', 0.00023885090998577752)
('иж', 0.00023885090998577752)
('зы', 0.00023523195680417481)
('дя', 0.00023523195680417481)
('вп', 0.00023161300362257214)
('ео', 0.00023161300362257214)
('оо', 0.00023161300362257214)
('сд', 0.00022799405044096943)
('фе', 0.00022799405044096943)
('цы', 0.00022437509725936676)
('ср', 0.00022437509725936676)
('уе', 0.00022437509725936676)
('нб', 0.00022437509725936676)
('б ', 0.00022437509725936676)
('ея', 0.00022437509725936676)
('цо', 0.00022075614407776405)
('вя', 0.00022075614407776405)
('йч', 0.00021713719089616138)
('оф', 0.00021713719089616138)
('жу', 0.00021351823771455867)
('тл', 0.000209899284532956)
('кв', 0.0002062803313513533)
('хл', 0.00020266137816975062)
('як', 0.00020266137816975062)
('шо', 0.00020266137816975062)
('сю', 0.00020266137816975062)
('ющ', 0.00019904242498814794)
('яз', 0.00019542347180654524)
('мл', 0.00019180451862494256)
('ьд', 0.00018818556544333986)
('зм', 0.00018818556544333986)
('лч', 0.00018094765908013448)
('дц', 0.00018094765908013448)
('фи', 0.00018094765908013448)
('рг', 0.00018094765908013448)
('зб', 0.0001773287058985318)
('мк', 0.0001773287058985318)
('юк', 0.0001737097527169291)
('чш', 0.0001737097527169291)
('ущ', 0.0001737097527169291)
('шу', 0.00017009079953532642)
('эс', 0.00017009079953532642)
('ою', 0.00016647184635372372)
('рд', 0.00016647184635372372)
('фа', 0.00016647184635372372)
('цу', 0.00016285289317212104)
('йо', 0.00016285289317212104)
('мм', 0.00015923393999051834)
('ьз', 0.00015923393999051834)
('ын', 0.00015561498680891566)
('зь', 0.00015561498680891566)
('юс', 0.00015199603362731296)
('мю', 0.00015199603362731296)
('ыб', 0.00015199603362731296)
('еф', 0.00015199603362731296)
('лг', 0.00014837708044571028)
('ип', 0.00014837708044571028)
('дс', 0.00014837708044571028)
('лл', 0.00014837708044571028)
('ях', 0.00014837708044571028)
('вк', 0.00014475812726410758)
('ию', 0.00014475812726410758)
('ык', 0.00014475812726410758)
('жк', 0.00014475812726410758)
('хе', 0.00014475812726410758)
('щу', 0.00014475812726410758)
('ящ', 0.0001411391740825049)
('ац', 0.0001411391740825049)
('зк', 0.0001411391740825049)
('уэ', 0.0001375202209009022)
('рю', 0.0001375202209009022)
('бс', 0.0001375202209009022)
('рс', 0.00013390126771929952)
('йк', 0.00013390126771929952)
('ню', 0.00013390126771929952)
('ио', 0.00013390126771929952)
('хи', 0.00013028231453769682)
('ыг', 0.00012666336135609414)
('пн', 0.00012666336135609414)
('рп', 0.00012666336135609414)
('мс', 0.00012304440817449144)
('гк', 0.00012304440817449144)
('уй', 0.00012304440817449144)
('хр', 0.00012304440817449144)
('сх', 0.00011942545499288876)
('цв', 0.00011942545499288876)
('юр', 0.00011942545499288876)
('тд', 0.00011942545499288876)
('юм', 0.00011942545499288876)
('мп', 0.00011580650181128607)
('аф', 0.00011218754862968338)
('яг', 0.00011218754862968338)
('бк', 0.00011218754862968338)
('дп', 0.00011218754862968338)
('кк', 0.00010856859544808069)
('ыч', 0.00010856859544808069)
('ею', 0.00010856859544808069)
('ьф', 0.00010856859544808069)
('фю', 0.000104949642266478)
('ьг', 0.000104949642266478)
('нч', 0.000104949642266478)
('рх', 0.000104949642266478)
('юб', 0.000104949642266478)
('еи', 0.000104949642266478)
('пк', 0.000104949642266478)
('тт', 0.000104949642266478)
('аэ', 0.00010133068908487531)
('еу', 0.00010133068908487531)
('яж', 9.771173590327262e-05)
('ху', 9.771173590327262e-05)
('ао', 9.771173590327262e-05)
('йц', 9.771173590327262e-05)
('лт', 9.409278272166993e-05)
('вм', 9.409278272166993e-05)
('ф ', 9.409278272166993e-05)
('бщ', 9.047382954006724e-05)
('зз', 9.047382954006724e-05)
('яч', 9.047382954006724e-05)
('яе', 9.047382954006724e-05)
('мь', 9.047382954006724e-05)
('ьб', 8.685487635846455e-05)
('тг', 8.685487635846455e-05)
('оу', 8.685487635846455e-05)
('тх', 8.685487635846455e-05)
('ш ', 8.323592317686186e-05)
('яю', 8.323592317686186e-05)
('уц', 8.323592317686186e-05)
('ьт', 8.323592317686186e-05)
('яр', 8.323592317686186e-05)
('ыд', 8.323592317686186e-05)
('мг', 7.961696999525917e-05)
('иа', 7.961696999525917e-05)
('рл', 7.961696999525917e-05)
('оц', 7.961696999525917e-05)
(' й', 7.961696999525917e-05)
('яй', 7.961696999525917e-05)
('рч', 7.599801681365648e-05)
('сб', 7.599801681365648e-05)
('мр', 7.599801681365648e-05)
('цл', 7.599801681365648e-05)
('мт', 7.599801681365648e-05)
('тч', 7.237906363205379e-05)
('юч', 7.237906363205379e-05)
('бэ', 7.237906363205379e-05)
('вч', 6.87601104504511e-05)
(' ю', 6.87601104504511e-05)
('ьо', 6.87601104504511e-05)
('тц', 6.87601104504511e-05)
('дб', 6.514115726884841e-05)
('ч ', 6.514115726884841e-05)
('сг', 6.514115726884841e-05)
('бм', 6.514115726884841e-05)
('оэ', 6.514115726884841e-05)
('сэ', 6.152220408724572e-05)
('ьц', 6.152220408724572e-05)
('аи', 6.152220408724572e-05)
('бх', 6.152220408724572e-05)
('бв', 6.152220408724572e-05)
('зж', 6.152220408724572e-05)
('шв', 6.152220408724572e-05)
('гч', 5.7903250905643035e-05)
('яп', 5.7903250905643035e-05)
('юн', 5.7903250905643035e-05)
('нш', 5.7903250905643035e-05)
('уи', 5.7903250905643035e-05)
('лп', 5.7903250905643035e-05)
('тю', 5.7903250905643035e-05)
('яц', 5.4284297724040344e-05)
('п ', 5.4284297724040344e-05)
('ыз', 5.4284297724040344e-05)
('вх', 5.4284297724040344e-05)
(' щ', 5.4284297724040344e-05)
('фл', 5.4284297724040344e-05)
('вц', 5.0665344542437654e-05)
('нр', 5.0665344542437654e-05)
('э ', 5.0665344542437654e-05)
('тм', 5.0665344542437654e-05)
('дш', 5.0665344542437654e-05)
('пт', 5.0665344542437654e-05)
('йг', 5.0665344542437654e-05)
('сш', 5.0665344542437654e-05)
('йм', 4.7046391360834964e-05)
('лз', 4.7046391360834964e-05)
('жь', 4.7046391360834964e-05)
('чо', 4.7046391360834964e-05)
('йл', 4.7046391360834964e-05)
('нв', 4.3427438179232274e-05)
('бж', 4.3427438179232274e-05)
('йш', 4.3427438179232274e-05)
('тб', 4.3427438179232274e-05)
('цк', 4.3427438179232274e-05)
('рф', 4.3427438179232274e-05)
('пь', 4.3427438179232274e-05)
('шм', 3.9808484997629584e-05)
('рз', 3.9808484997629584e-05)
('дф', 3.9808484997629584e-05)
('юл', 3.9808484997629584e-05)
('вв', 3.9808484997629584e-05)
('ьи', 3.9808484997629584e-05)
('щн', 3.9808484997629584e-05)
('бю', 3.9808484997629584e-05)
('фу', 3.9808484997629584e-05)
('яб', 3.6189531816026894e-05)
('ьп', 3.6189531816026894e-05)
('дж', 3.6189531816026894e-05)
('мч', 3.6189531816026894e-05)
('хс', 3.6189531816026894e-05)
('лв', 3.6189531816026894e-05)
('дм', 3.6189531816026894e-05)
('лб', 3.2570578634424204e-05)
('вг', 3.2570578634424204e-05)
('нф', 3.2570578634424204e-05)
('ьч', 3.2570578634424204e-05)
('кс', 3.2570578634424204e-05)
('рр', 3.2570578634424204e-05)
('нз', 3.2570578634424204e-05)
('кз', 3.2570578634424204e-05)
('жч', 3.2570578634424204e-05)
('лм', 2.8951625452821517e-05)
('эх', 2.8951625452821517e-05)
('юх', 2.8951625452821517e-05)
('гс', 2.8951625452821517e-05)
('яо', 2.8951625452821517e-05)
('бь', 2.8951625452821517e-05)
('пп', 2.8951625452821517e-05)
('яя', 2.8951625452821517e-05)
('жж', 2.8951625452821517e-05)
('шп', 2.5332672271218827e-05)
('дх', 2.5332672271218827e-05)
('сц', 2.5332672271218827e-05)
('яш', 2.5332672271218827e-05)
('ьв', 2.5332672271218827e-05)
('фт', 2.5332672271218827e-05)
('тэ', 2.5332672271218827e-05)
('жб', 2.1713719089616137e-05)
('щп', 2.1713719089616137e-05)
('кж', 2.1713719089616137e-05)
('рб', 2.1713719089616137e-05)
('юг', 2.1713719089616137e-05)
('цт', 2.1713719089616137e-05)
('рц', 2.1713719089616137e-05)
('ыо', 2.1713719089616137e-05)
('жо', 2.1713719089616137e-05)
('эк', 2.1713719089616137e-05)
('еа', 2.1713719089616137e-05)
('ьэ', 2.1713719089616137e-05)
('зт', 1.8094765908013447e-05)
('жр', 1.8094765908013447e-05)
('ыж', 1.8094765908013447e-05)
('уя', 1.8094765908013447e-05)
('хм', 1.8094765908013447e-05)
('дд', 1.8094765908013447e-05)
('жг', 1.8094765908013447e-05)
('юю', 1.8094765908013447e-05)
('пч', 1.8094765908013447e-05)
('тф', 1.8094765908013447e-05)
('щь', 1.8094765908013447e-05)
('зп', 1.8094765908013447e-05)
('уо', 1.8094765908013447e-05)
('ыэ', 1.8094765908013447e-05)
('еэ', 1.8094765908013447e-05)
('уф', 1.8094765908013447e-05)
('зс', 1.8094765908013447e-05)
('ыи', 1.4475812726410759e-05)
('нэ', 1.4475812726410759e-05)
('дг', 1.4475812726410759e-05)
('шр', 1.4475812726410759e-05)
('иф', 1.4475812726410759e-05)
('хг', 1.4475812726410759e-05)
('км', 1.4475812726410759e-05)
('нп', 1.4475812726410759e-05)
('юз', 1.4475812726410759e-05)
('эв', 1.4475812726410759e-05)
('кг', 1.4475812726410759e-05)
('кц', 1.4475812726410759e-05)
('юш', 1.4475812726410759e-05)
('ыц', 1.4475812726410759e-05)
('дз', 1.4475812726410759e-05)
('ьщ', 1.4475812726410759e-05)
('иэ', 1.4475812726410759e-05)
('нж', 1.4475812726410759e-05)
('хт', 1.4475812726410759e-05)
('бд', 1.4475812726410759e-05)
('юж', 1.4475812726410759e-05)
('хш', 1.0856859544808069e-05)
('йп', 1.0856859544808069e-05)
('мц', 1.0856859544808069e-05)
('йх', 1.0856859544808069e-05)
('йв', 1.0856859544808069e-05)
('пс', 1.0856859544808069e-05)
('тш', 1.0856859544808069e-05)
('яи', 1.0856859544808069e-05)
('дч', 1.0856859544808069e-05)
('эй', 1.0856859544808069e-05)
('йб', 1.0856859544808069e-05)
('оа', 1.0856859544808069e-05)
('щ ', 1.0856859544808069e-05)
('кю', 1.0856859544808069e-05)
('кэ', 1.0856859544808069e-05)
('лш', 1.0856859544808069e-05)
('яэ', 1.0856859544808069e-05)
('ыя', 1.0856859544808069e-05)
('бг', 1.0856859544808069e-05)
('рщ', 1.0856859544808069e-05)
('мд', 1.0856859544808069e-05)
('кш', 7.237906363205379e-06)
('юц', 7.237906363205379e-06)
('лр', 7.237906363205379e-06)
('тщ', 7.237906363205379e-06)
('жл', 7.237906363205379e-06)
('вщ', 7.237906363205379e-06)
('эд', 7.237906363205379e-06)
('тй', 7.237906363205379e-06)
('бч', 7.237906363205379e-06)
('чр', 7.237906363205379e-06)
('вэ', 7.237906363205379e-06)
('дю', 7.237906363205379e-06)
('яф', 7.237906363205379e-06)
('ьр', 7.237906363205379e-06)
('мв', 7.237906363205379e-06)
('пю', 7.237906363205379e-06)
('жс', 7.237906363205379e-06)
('эб', 7.237906363205379e-06)
('лф', 7.237906363205379e-06)
('бш', 7.237906363205379e-06)
('гм', 7.237906363205379e-06)
('бт', 7.237906363205379e-06)
('мф', 7.237906363205379e-06)
('пф', 7.237906363205379e-06)
('тз', 7.237906363205379e-06)
('чв', 7.237906363205379e-06)
('вб', 7.237906363205379e-06)
('цд', 3.6189531816026897e-06)
('зш', 3.6189531816026897e-06)
('мз', 3.6189531816026897e-06)
('цп', 3.6189531816026897e-06)
('хэ', 3.6189531816026897e-06)
('сз', 3.6189531816026897e-06)
('зч', 3.6189531816026897e-06)
('йз', 3.6189531816026897e-06)
('кф', 3.6189531816026897e-06)
('ыф', 3.6189531816026897e-06)
('вф', 3.6189531816026897e-06)
('ыу', 3.6189531816026897e-06)
('фн', 3.6189531816026897e-06)
('хп', 3.6189531816026897e-06)
('мш', 3.6189531816026897e-06)
('ьл', 3.6189531816026897e-06)
('хк', 3.6189531816026897e-06)
('бц', 3.6189531816026897e-06)
('ьж', 3.6189531816026897e-06)
('фы', 3.6189531816026897e-06)
('эш', 3.6189531816026897e-06)
('нл', 3.6189531816026897e-06)
('йэ', 3.6189531816026897e-06)
('уа', 3.6189531816026897e-06)
('эн', 3.6189531816026897e-06)
('пц', 3.6189531816026897e-06)
('кч', 3.6189531816026897e-06)
('ыщ', 3.6189531816026897e-06)
('гх', 3.6189531816026897e-06)
('юф', 3.6189531816026897e-06)
('рэ', 3.6189531816026897e-06)
('юв', 3.6189531816026897e-06)
('йу', 3.6189531816026897e-06)
('мэ', 3.6189531816026897e-06)
('чэ', 3.6189531816026897e-06)
('гг', 3.6189531816026897e-06)
('дэ', 3.6189531816026897e-06)
('цг', 3.6189531816026897e-06)
('яа', 3.6189531816026897e-06)
('фч', 3.6189531816026897e-06)
('хч', 3.6189531816026897e-06)
('гш', 3.6189531816026897e-06)
('сф', 3.6189531816026897e-06)
('шч', 3.6189531816026897e-06)
('юп', 3.6189531816026897e-06)
('нх', 3.6189531816026897e-06)
('фг', 3.6189531816026897e-06)
('нй', 3.6189531816026897e-06)
('чм', 3.6189531816026897e-06)
('цй', 3.6189531816026897e-06)
('ьй', 3.6189531816026897e-06)
('эп', 3.6189531816026897e-06)
('фя', 3.6189531816026897e-06)
('юо', 3.6189531816026897e-06)
('цш', 3.6189531816026897e-06)
('чл', 3.6189531816026897e-06)
('йе', 3.6189531816026897e-06)
('сж', 3.6189531816026897e-06)
('мщ', 3.6189531816026897e-06)
('вю', 3.6189531816026897e-06)

ЧАСТОТА БІГРАМ З ПЕРЕТИНОМ У ТЕКСТІ З ПРОБІЛОМ:
('о ', 0.020119606619077347)
('е ', 0.018619547810981733)
('и ', 0.01679559210704883)
(' н', 0.016690642274878088)
('а ', 0.016598358801762435)
(' п', 0.015206868785567589)
(' в', 0.014915542527300528)
(' с', 0.014808783215264772)
('то', 0.012577694541703988)
(' о', 0.012266464004921785)
('ь ', 0.011045065096038144)
('на', 0.010561933972079727)
('не', 0.010279655113137729)
('по', 0.009588433804702838)
('я ', 0.009349582462521148)
('ер', 0.009322440264545956)
('ал', 0.00917044395588488)
('ст', 0.009108921640474445)
('л ', 0.00908539840222928)
('но', 0.008975020130463498)
(' и', 0.008671027513141347)
(' к', 0.008115517194582417)
('ре', 0.008095612916067276)
('он', 0.007907427010105945)
('ли', 0.007831428855775407)
(' т', 0.007724669543739652)
('ко', 0.007183635064100824)
('ра', 0.007158302345990645)
('от', 0.006839833889748392)
(' б', 0.0068325959702883405)
('ка', 0.00682535805082829)
('ро', 0.006823548570963276)
('м ', 0.006810882211908187)
(' д', 0.006776502094472944)
